# OLD VERSION<tab>OLD RETURN<tab>OLD NAME<tab>OLD ARGS<tab>NEW VERSION<tab>NEW RETURN<tab>NEW NAME<tab>NEW ARGS<tab>NOTES
# OLD VERSION<tab>type<tab>OLD NAME<tab>-<tab>NEW VERSION<tab>type<tab>NEW NAME<tab>-<tab>NOTES
# OLD VERSION<tab>enum<tab>OLD NAME<tab>-<tab>NEW VERSION<tab>type<tab>NEW NAME<tab>-<tab>NOTES
#
# Functions
#
1.4.21	void*	raptor_alloc_memory	(size_t size)	2.0.0	void*	raptor_alloc_memory	(size_t size)	-
1.4.21	void*	raptor_calloc_memory	(size_t nmemb, size_t size)	2.0.0	void*	raptor_calloc_memory	(size_t nmemb, size_t size)	-
1.4.21	int	raptor_compare_strings	(const void *a, const void *b)	2.0.0	-	-	-	Trivial utility function removed.
1.4.21	int	raptor_copy_identifier	(raptor_identifier *dest, raptor_identifier *src)	2.0.0	-	-	-	Use raptor_term_copy() with #raptor_term objects.
1.4.21	void	raptor_error_handlers_init	(raptor_error_handlers* error_handlers)	2.0.0	-	-	-	Replaced by generic raptor log mechanism.  See raptor_world_set_log_handler()
1.4.21	void	raptor_error_handlers_init_v2	(raptor_world* world, raptor_error_handlers* error_handlers)	2.0.0	-	-	-	Replaced by generic raptor log mechanism.  See raptor_world_set_log_handler()
1.4.21	raptor_feature	raptor_feature_from_uri	(raptor_uri *uri)	2.0.0	raptor_option	raptor_world_get_option_from_uri	(raptor_world* world, raptor_uri *uri)	-
1.4.21	raptor_feature	raptor_feature_from_uri_v2	(raptor_world* world, raptor_uri *uri)	2.0.0	raptor_option	raptor_world_get_option_from_uri	(raptor_world* world, raptor_uri *uri)	-
1.4.21	int	raptor_feature_value_type	(const raptor_feature feature)	2.0.0	-	-	-	Use raptor_world_get_option_description() for the option and access the value_type field.
1.4.21	int	raptor_features_enumerate	(const raptor_feature feature, const char* *name, raptor_uri **uri, const char* *label)	2.0.0	raptor_option_description*	raptor_world_get_option_description	(raptor_world* world, const raptor_domain domain, const raptor_option option)	Call with domain = RAPTOR_DOMAIN_PARSER
1.4.21	int	raptor_features_enumerate_v2	(raptor_world* world, const raptor_feature feature, const char* *name, raptor_uri **uri, const char* *label)	2.0.0	raptor_option_description*	raptor_world_get_option_description	(raptor_world* world, const raptor_domain domain, const raptor_option option)	Call with domain = RAPTOR_DOMAIN_PARSER
1.4.21	void	raptor_finish	(void)	2.0.0	-	-	-	Use raptor_free_world() with #raptor_world object.
1.4.21	int	raptor_format_locator	(char* buffer, size_t length, raptor_locator* locator)	2.0.0	int	raptor_locator_format	(char* buffer, size_t length, raptor_locator* locator)	-
1.4.21	int	raptor_format_locator_v2	(raptor_world* world, char* buffer, size_t length, raptor_locator* locator)	2.0.0	int	raptor_locator_format	(char* buffer, size_t length, raptor_locator* locator)	-
1.4.21	void	raptor_free_identifier	(raptor_identifier *identifier)	2.0.0	-	-	-	Use raptor_free_term() with #raptor_term objects.
